Date,Woolies,MrPrice
2012/12/31,7100,14000
2013/01/02,7015,14000
2013/01/03,7080,14412
2013/01/04,7224,14406
2013/01/07,7122,14440
2013/01/08,7186,14369
2013/01/09,7175,14280
2013/01/10,7183,14070
2013/01/11,6998,13589
2013/01/14,6635,13325
2013/01/15,6349,12625
2013/01/16,6390,12540
2013/01/17,6387,12125
2013/01/18,6418,12000
2013/01/21,6496,12000
2013/01/22,6379,12040
2013/01/23,6434,12131
2013/01/24,6440,12400
2013/01/25,6589,12785
2013/01/28,6490,12500
2013/01/29,6490,12386
2013/01/30,6244,11750
2013/01/31,6360,12330
2013/02/01,6468,12376
2013/02/04,6490,12300
2013/02/05,6580,12620
2013/02/06,6575,12453
2013/02/07,6700,12780
2013/02/08,6722,12890
2013/02/11,6770,12760
2013/02/12,6720,12540
2013/02/13,6715,12625
2013/02/14,6540,12676
2013/02/15,6656,12740
2013/02/18,6700,12733
2013/02/19,6615,12305
2013/02/20,6619,12100
2013/02/21,6600,12050
2013/02/22,6640,11888
2013/02/25,6880,12182
2013/02/26,6916,12082
2013/02/27,6700,12035
2013/02/28,6464,11581
2013/03/01,6655,11500
2013/03/04,6600,11300
2013/03/05,6850,11520
2013/03/06,6920,11675
2013/03/07,7008,11499
2013/03/08,7154,12050
2013/03/11,7200,12035
2013/03/12,7145,12020
2013/03/13,6995,11680
2013/03/14,7019,11630
2013/03/15,6900,11600
2013/03/18,6868,11680
2013/03/19,7020,11575
2013/03/20,7106,11725
2013/03/22,6990,11789
2013/03/25,7057,12070
2013/03/26,7084,12017
2013/03/27,7030,12037
2013/03/28,7060,11699
2013/04/02,7179,11830
2013/04/03,7030,11654
2013/04/04,6875,11582
2013/04/05,6646,11353
2013/04/08,6679,11650
2013/04/09,6692,11550
2013/04/10,6946,12250
2013/04/11,6959,12255
2013/04/12,6925,12400
2013/04/15,6869,12204
2013/04/16,6961,12125
2013/04/17,6850,12284
2013/04/18,6894,12200
2013/04/19,7017,12646
2013/04/22,6850,12285
2013/04/23,6951,12308
2013/04/24,6875,12450
2013/04/25,6959,12600
2013/04/26,7015,12625
2013/04/29,7077,12713
2013/04/30,6994,12898
2013/05/02,7310,13389
2013/05/03,7454,13540
2013/05/06,7465,13490
2013/05/07,7445,13200
2013/05/08,7600,13200
2013/05/09,7500,13200
2013/05/10,7418,13050
2013/05/13,7569,13019
2013/05/14,7748,13215
2013/05/15,8025,13330
2013/05/16,8005,13200
2013/05/17,7931,13050
2013/05/20,7607,12650
2013/05/21,7704,12800
2013/05/22,7708,12850
2013/05/23,7724,12998
2013/05/24,7745,13401
2013/05/27,7645,13450
2013/05/28,7744,13775
2013/05/29,7542,13387
2013/05/30,7542,13475
2013/05/31,7257,12812
2013/06/03,7174,12930
2013/06/04,7250,13150
2013/06/05,7030,13030
2013/06/06,6711,12481
2013/06/07,6828,12350
2013/06/10,6725,12440
2013/06/11,6335,12010
2013/06/12,6166,11720
2013/06/13,6349,11950
2013/06/14,6615,12338
2013/06/18,6660,12603
2013/06/19,6668,12847
2013/06/20,6300,12300
2013/06/21,6011,12198
2013/06/24,5882,12300
2013/06/25,6062,12350
2013/06/26,6224,13000
2013/06/27,6250,13077
2013/06/28,6441,13470
2013/07/01,6605,13770
2013/07/02,6827,13870
2013/07/03,6775,13314
2013/07/04,6740,13319
2013/07/05,6500,12900
2013/07/08,6453,12730
2013/07/09,6545,13110
2013/07/10,6451,12940
2013/07/11,6596,12999
2013/07/12,6699,13078
2013/07/15,6650,13026
2013/07/16,6422,12691
2013/07/17,6494,13000
2013/07/18,6510,13138
2013/07/19,6450,13018
2013/07/22,6450,12650
2013/07/23,6512,12497
2013/07/24,6522,12605
2013/07/25,6430,12549
2013/07/26,6435,12499
2013/07/29,6575,12468
2013/07/30,6664,12500
2013/07/31,6726,12870
2013/08/01,6750,12999
2013/08/02,6700,12950
2013/08/05,6650,13045
2013/08/06,6525,12829
2013/08/07,6409,12712
2013/08/08,6440,12734
2013/08/12,6562,12902
2013/08/13,6515,12900
2013/08/14,6530,13145
2013/08/15,6335,12810
2013/08/16,6402,13001
2013/08/19,6402,12700
2013/08/20,6368,12544
2013/08/21,6279,12669
2013/08/22,6156,12500
2013/08/23,6130,12546
2013/08/26,6151,12645
2013/08/27,6050,12441
2013/08/28,5984,11998
2013/08/29,6500,12345
2013/08/30,6821,12522
2013/09/02,6911,12745
2013/09/03,6900,12680
2013/09/04,6780,12565
2013/09/05,6880,12598
2013/09/06,7000,12600
2013/09/09,7200,12840
2013/09/10,7475,12950
2013/09/11,7366,13172
2013/09/12,7400,13685
2013/09/13,7425,13599
2013/09/16,7300,13385
2013/09/17,7375,13650
2013/09/18,7280,13378
2013/09/19,7520,13800
2013/09/20,7430,13800
2013/09/23,7430,13950
2013/09/25,7570,14132
2013/09/26,7431,13990
2013/09/27,7304,13850
2013/09/30,7419,13905
2013/10/01,7485,14200
2013/10/02,7475,14280
2013/10/03,7480,14280
2013/10/04,7452,14270
2013/10/07,7500,14400
2013/10/08,7422,14205
2013/10/09,7373,14125
2013/10/10,7444,14300
2013/10/11,7433,14400
2013/10/14,7375,14280
2013/10/15,7509,14450
2013/10/16,7552,14800
2013/10/17,7470,14702
2013/10/18,7661,14850
2013/10/21,7748,15180
2013/10/22,7700,15208
2013/10/23,7616,15369
2013/10/24,7676,15450
2013/10/25,7675,15262
2013/10/28,7695,15650
2013/10/29,7707,15660
2013/10/30,7697,15749
2013/10/31,7550,15817
2013/11/01,7510,15701
2013/11/04,7469,15649
2013/11/05,7394,15625
2013/11/06,7404,15460
2013/11/07,7225,15001
2013/11/08,7220,14926
2013/11/11,7060,14720
2013/11/12,7000,14989
2013/11/13,6880,14950
2013/11/14,6964,15205
2013/11/15,7278,15300
2013/11/18,7365,15500
2013/11/19,7220,15440
2013/11/20,7494,15410
2013/11/21,7441,15490
2013/11/22,7450,15600
2013/11/25,7400,15597
2013/11/26,7270,15834
2013/11/27,7330,15600
2013/11/28,7396,15750
2013/11/29,7401,15500
2013/12/02,7369,15350
2013/12/03,7154,15250
2013/12/04,7198,15301
2013/12/05,7190,15548
2013/12/06,7442,15525
2013/12/09,7540,15701
2013/12/10,7380,15305
2013/12/11,7497,15549
2013/12/12,7266,15352
2013/12/13,7134,15160
2013/12/17,7284,15630
2013/12/18,7225,15577
2013/12/19,7499,15700
2013/12/20,7477,15800
2013/12/23,7530,16040
2013/12/24,7550,16035
2013/12/27,7539,16130
2013/12/30,7460,16066
2013/12/31,7465,16374
2014/01/02,7571,16300
2014/01/03,7460,16113
2014/01/06,7350,16024
2014/01/07,7377,15979
2014/01/08,7226,15768
2014/01/09,7100,15700
2014/01/10,7289,16107
2014/01/13,7459,16585
2014/01/14,7340,16350
2014/01/15,7150,16300
2014/01/16,7013,15850
2014/01/17,6875,15080
2014/01/20,6860,15162
2014/01/21,6949,15133
2014/01/22,7028,15500
2014/01/23,6922,15198
2014/01/24,6844,14915
2014/01/27,6576,14525
2014/01/28,6620,14484
2014/01/29,6325,14000
2014/01/30,6125,13627
2014/01/31,6050,13722
2014/02/03,6079,13700
2014/02/04,6071,13330
2014/02/05,6049,13300
2014/02/06,6179,13650
2014/02/07,6250,13845
2014/02/10,6187,13890
2014/02/11,5971,13998
2014/02/12,6136,13999
2014/02/13,5897,13808
2014/02/14,6030,13773
2014/02/17,6150,13850
2014/02/18,6200,13894
2014/02/19,6220,14000
2014/02/20,6200,13825
2014/02/21,6250,14088
2014/02/24,6295,14266
2014/02/25,6306,14305
2014/02/26,6320,14299
2014/02/27,6340,14460
2014/02/28,6388,14938
2014/03/03,6320,15046
2014/03/04,6400,15231
2014/03/05,6439,15149
2014/03/06,6475,15200
2014/03/07,6445,15229
2014/03/10,6440,15160
2014/03/11,6450,15200
2014/03/12,6471,15219
2014/03/13,6550,15084
2014/03/14,6580,15188
2014/03/17,6773,15450
2014/03/18,6850,15262
2014/03/19,6860,14827
2014/03/20,6920,14474
2014/03/24,7081,14783
2014/03/25,7140,15030
2014/03/26,7227,15230
2014/03/27,7280,15245
2014/03/28,7346,15601
2014/03/31,7338,15741
2014/04/01,7350,16031
2014/04/02,7258,15328
2014/04/03,7265,15493
2014/04/04,7276,15450
2014/04/07,7373,15436
2014/04/08,7347,15507
2014/04/09,6790,15350
2014/04/10,6925,15656
2014/04/11,6850,15402
2014/04/14,6718,15729
2014/04/15,6749,15301
2014/04/16,6812,15615
2014/04/17,6848,15518
2014/04/22,6856,15505
2014/04/23,6970,15751
2014/04/24,7090,16042
2014/04/25,7150,16010
2014/04/29,7119,16005
2014/04/30,7150,15830
2014/05/02,7249,16000
2014/05/05,7177,15912
2014/05/06,7190,15752
2014/05/08,7288,16515
2014/05/09,7325,16425
2014/05/12,7420,16425
2014/05/13,7530,16755
2014/05/14,7780,16825
2014/05/15,7652,16681
2014/05/16,7660,16991
2014/05/19,7670,16729
2014/05/20,7710,16690
2014/05/21,7660,16398
2014/05/22,7649,16661
2014/05/23,7695,16675
2014/05/26,7700,16851
2014/05/27,7620,16699
2014/05/28,7611,16425
2014/05/29,7698,16595
2014/05/30,7494,17043
2014/06/02,7480,16920
2014/06/03,7340,17057
2014/06/04,7339,17360
2014/06/05,7450,17660
2014/06/06,7548,17823
2014/06/09,7509,17899
2014/06/10,7632,18064
2014/06/11,7620,18111
2014/06/12,7750,18050
2014/06/13,7789,17650
2014/06/17,7859,17786
2014/06/18,7780,17300
2014/06/19,7824,17460
2014/06/20,7782,17817
2014/06/23,7841,17851
2014/06/24,7735,18000
2014/06/25,7623,17800
2014/06/26,7625,17800
2014/06/27,7739,17801
2014/06/30,7815,18081
2014/07/01,7910,18340
2014/07/02,7884,18326
2014/07/03,7794,18080
2014/07/04,7786,18182
2014/07/07,7796,18267
2014/07/08,7800,18640
2014/07/09,7859,18700
2014/07/10,7825,18725
2014/07/11,8009,19031
2014/07/14,8200,19275
2014/07/15,8361,19350
2014/07/16,8336,19801
2014/07/17,8149,19861
2014/07/18,8200,19760
2014/07/21,8144,19700
2014/07/22,8165,20250
2014/07/23,8352,20188
2014/07/24,8375,20263
2014/07/25,8291,19978
2014/07/28,8333,20315
2014/07/29,8316,20600
2014/07/30,8299,20173
2014/07/31,8291,20300
2014/08/01,8187,20300
2014/08/04,8270,20600
2014/08/05,8185,20500
2014/08/06,7953,19900
2014/08/07,7833,19913
2014/08/08,7906,19805
2014/08/11,8026,19800
2014/08/12,8000,19800
2014/08/13,7974,19803
2014/08/14,7875,19600
2014/08/15,7827,19600
2014/08/18,7947,19605
2014/08/19,7705,19605
2014/08/20,7700,19478
2014/08/21,7883,19950
2014/08/22,7891,20218
2014/08/25,7934,20350
2014/08/26,7900,20686
2014/08/27,7753,20662
2014/08/28,7906,20399
2014/08/29,7946,20470
2014/09/01,7916,20721
2014/09/02,8078,20532
2014/09/03,8043,20888
2014/09/04,8040,21090
2014/09/05,8100,20814
2014/09/08,7478,21100
2014/09/09,7398,20780
2014/09/10,7350,21017
2014/09/11,7296,21378
2014/09/12,7345,21074
2014/09/15,7200,21350
2014/09/16,7245,21463
2014/09/17,7158,21674
2014/09/18,7326,21900
2014/09/19,7365,21116
2014/09/22,7140,20899
2014/09/23,7082,20669
2014/09/25,6805,20520
2014/09/26,6848,20675
2014/09/29,6840,21047
2014/09/30,6991,21233
2014/10/01,6820,20920
2014/10/02,7000,20650
2014/10/03,7069,20600
2014/10/06,7169,20480
2014/10/07,7156,20517
2014/10/08,7001,20430
2014/10/09,7120,20600
2014/10/10,6888,20136
2014/10/13,6800,20236
2014/10/14,6912,20477
2014/10/15,6774,19590
2014/10/16,6820,19423
2014/10/17,7011,20394
2014/10/20,6866,20200
2014/10/21,7118,21390
2014/10/22,7180,20875
2014/10/23,7242,21708
2014/10/24,7194,21409
2014/10/27,7279,21550
2014/10/28,7310,22085
2014/10/29,7542,22155
2014/10/30,7605,22200
2014/10/31,7839,22815
2014/11/03,7893,22900
2014/11/04,7981,23105
2014/11/05,7935,23000
2014/11/06,7792,22399
2014/11/07,7708,22710
2014/11/10,7839,23048
2014/11/11,7893,23500
2014/11/12,8052,23930
2014/11/13,8137,23710
2014/11/14,8178,24450
2014/11/17,8160,24400
2014/11/18,8152,23600
2014/11/19,8100,23884
2014/11/20,7824,23538
2014/11/21,8093,24655
2014/11/24,8062,24300
2014/11/25,8001,24151
2014/11/26,7930,23458
2014/11/27,7912,23768
2014/11/28,7975,23618
2014/12/01,7803,22800
2014/12/02,7830,23181
2014/12/03,7901,23275
2014/12/04,7790,22835
2014/12/05,7630,22600
2014/12/08,7676,21678
2014/12/09,7650,21688
2014/12/10,7620,21670
2014/12/11,7654,21669
2014/12/12,7463,21612
2014/12/15,7387,21650
2014/12/17,7285,22000
2014/12/18,7550,23427
2014/12/19,7436,23300
2014/12/22,7610,23099
2014/12/23,7598,22881
2014/12/24,7571,22839
2014/12/29,7810,23658
2014/12/30,7705,23352
2014/12/31,7710,23500
2015/01/02,7625,23209
2015/01/05,7340,22200
2015/01/06,7621,22671
2015/01/07,7750,22996
2015/01/08,7900,23591
2015/01/09,7752,23450
2015/01/12,7600,23554
2015/01/13,7686,24610
2015/01/14,7565,24106
2015/01/15,7825,24660
2015/01/16,7980,24000
2015/01/19,7980,24140
2015/01/20,8101,24129
2015/01/21,8494,24908
2015/01/22,8550,25716
2015/01/23,8457,25739
2015/01/26,8457,25997
2015/01/27,8488,25845
2015/01/28,8600,26758
2015/01/29,8726,26622
2015/01/30,8690,26500
2015/02/02,8550,25751
2015/02/03,8552,26059
2015/02/04,8250,25562
2015/02/05,8344,25633
2015/02/06,8301,25670
2015/02/09,8337,25892
2015/02/10,8290,25857
2015/02/11,8237,25343
2015/02/12,8669,26191
2015/02/13,9050,26300
2015/02/16,9225,26400
2015/02/17,9121,25615
2015/02/18,8850,25206
2015/02/19,9200,26194
2015/02/20,9404,26300
2015/02/23,9400,26500
2015/02/24,9401,26285
2015/02/25,9245,26620
2015/02/26,9070,26643
2015/02/27,8991,26975
2015/03/02,8875,26655
2015/03/03,8900,26702
2015/03/04,8970,26150
2015/03/05,8995,26694
2015/03/06,9004,26807
2015/03/09,8800,25700
2015/03/10,8685,25315
2015/03/11,8760,25775
2015/03/12,8610,26012
2015/03/13,8479,25115
2015/03/16,8493,25400
2015/03/17,8674,25400
2015/03/18,8522,25663
2015/03/19,8639,25350
2015/03/20,8403,24823
2015/03/23,8525,24931
2015/03/24,8566,25131
2015/03/25,8541,25465
2015/03/26,8265,24450
2015/03/27,8455,25196
2015/03/30,8640,25950
2015/03/31,8615,26001
2015/04/01,8796,26554
2015/04/02,8790,27000
2015/04/07,8750,27125
2015/04/08,8863,27650
2015/04/09,8944,27710
2015/04/10,9090,28250
2015/04/13,9148,27680
2015/04/14,9085,27958
2015/04/15,9100,27950
2015/04/16,9100,27000
2015/04/17,9099,26447
2015/04/20,9210,26450
2015/04/21,9280,26349
2015/04/22,9127,26275
2015/04/23,9101,26245
2015/04/24,9220,25759
2015/04/28,9097,25520
2015/04/29,8909,25300
2015/04/30,8952,25434
2015/05/04,8920,24810
2015/05/05,8965,25081
2015/05/06,8836,24777
2015/05/07,8916,24451
2015/05/08,9088,24601
2015/05/11,9248,24613
2015/05/12,9299,24400
2015/05/13,9492,24500
2015/05/14,9500,24215
2015/05/15,9428,24661
2015/05/18,9517,24767
2015/05/19,9556,24960
2015/05/20,9641,24674
2015/05/21,9646,24501
2015/05/22,9720,24725
2015/05/25,9950,24801
2015/05/26,9759,24600
2015/05/27,9940,24650
2015/05/28,9919,24781
2015/05/29,9540,24152
2015/06/01,9200,23000
2015/06/02,9175,23549
2015/06/03,9030,23100
2015/06/04,8940,24165
2015/06/05,8970,23837
2015/06/08,9041,23915
2015/06/09,9010,23474
2015/06/10,9291,23909
2015/06/11,9447,24450
2015/06/12,9405,23627
2015/06/15,9368,23786
2015/06/17,9551,24075
2015/06/18,9818,24501
2015/06/19,9756,24137
2015/06/22,9782,24240
2015/06/23,9813,24550
2015/06/24,9850,24782
2015/06/25,9955,25586
2015/06/26,9886,24963
2015/06/29,9820,24623
2015/06/30,9860,25050
2015/07/01,9810,24798
2015/07/02,9880,25371
2015/07/03,9863,24891
2015/07/06,9787,24474
2015/07/07,9400,23705
2015/07/08,9495,23833
2015/07/09,9589,24408
2015/07/10,9563,24800
2015/07/13,9580,24975
2015/07/14,9478,24597
2015/07/15,9880,25100
2015/07/16,9893,25734
2015/07/17,9775,25450
2015/07/20,9860,25733
2015/07/21,9925,26070
2015/07/22,9706,25477
2015/07/23,9918,25363
2015/07/24,9620,24855
2015/07/27,9699,25175
2015/07/28,9690,24706
2015/07/29,9860,25229
2015/07/30,9870,24816
2015/07/31,9931,25220
2015/08/03,9874,25416
2015/08/04,10201,26184
2015/08/05,10135,25422
2015/08/06,10244,25173
2015/08/07,10205,24897
2015/08/11,10200,25000
2015/08/12,10012,24023
2015/08/13,10182,24535
2015/08/14,10076,23873
2015/08/17,10015,23239
2015/08/18,10200,23826
2015/08/19,10035,23668
2015/08/20,9874,23018
2015/08/21,9648,22830
2015/08/24,9462,22580
2015/08/25,9813,23536
2015/08/26,9889,23683
2015/08/27,9739,23099
2015/08/28,9717,23438
2015/08/31,9950,23864
2015/09/01,9590,20701
2015/09/02,9723,21234
2015/09/03,9984,21450
2015/09/04,9634,20950
2015/09/07,9459,20299
2015/09/08,9557,20213
2015/09/09,9605,20300
2015/09/10,9923,20626
2015/09/11,9755,19849
2015/09/14,9925,20450
2015/09/15,9877,20000
2015/09/16,9750,20000
2015/09/17,9800,20371
2015/09/18,9904,20530
2015/09/21,9986,20190
2015/09/22,9920,19999
2015/09/23,9889,20205
2015/09/25,9720,19961
2015/09/28,9628,19488
2015/09/29,9569,19349
2015/09/30,9680,19300
2015/10/01,9803,19500
2015/10/02,9800,19532
2015/10/05,10085,20399
2015/10/06,10049,20500
2015/10/07,10087,20505
2015/10/08,10170,20800
2015/10/09,10100,20450
2015/10/12,10148,20570
2015/10/13,10074,20451
2015/10/14,9950,20439
2015/10/15,10142,20988
2015/10/16,10234,20676
2015/10/19,10286,20634
2015/10/20,10130,20442
2015/10/21,9976,20320
2015/10/22,10220,20546
2015/10/23,10292,20894
2015/10/26,10372,21345
2015/10/27,10315,21250
2015/10/28,10351,21560
2015/10/29,10125,21567
2015/10/30,10252,21250
2015/11/02,10310,21300
2015/11/03,10387,21400
2015/11/04,10566,21686
2015/11/05,10688,22485
2015/11/06,10490,22000
2015/11/09,10595,21800
2015/11/10,10300,21300
2015/11/11,10250,21093
2015/11/12,10100,20600
2015/11/13,9795,21900
2015/11/16,9800,21380
2015/11/17,10014,21401
2015/11/18,10350,20219
2015/11/19,10303,18400
2015/11/20,10233,20001
2015/11/23,10412,20448
