Date,AngloGold,Anglo Plat
2012/09/18,29791,45500
2012/09/19,30118,45499
2012/09/20,30000,44900
2012/09/21,30224,44079
2012/09/25,29865,42900
2012/09/26,28329,40302
2012/09/27,28575,41800
2012/09/28,29242,42800
2012/10/01,29471,42425
2012/10/02,28995,40800
2012/10/03,28508,39500
2012/10/04,28462,39425
2012/10/05,29617,39800
2012/10/08,30299,40300
2012/10/09,30031,40511
2012/10/10,29783,40000
2012/10/11,30100,40500
2012/10/12,29936,39956
2012/10/15,29850,39800
2012/10/16,30450,40150
2012/10/17,30066,40900
2012/10/18,28800,40185
2012/10/19,28137,40167
2012/10/22,28300,40610
2012/10/23,28486,39650
2012/10/24,28575,40000
2012/10/25,28430,40100
2012/10/26,28051,40750
2012/10/29,28075,40137
2012/10/30,27873,40400
2012/10/31,28847,40300
2012/11/01,29337,39800
2012/11/02,28829,39750
2012/11/05,28800,39755
2012/11/06,28841,39910
2012/11/07,30000,40000
2012/11/08,28894,39701
2012/11/09,29600,39190
2012/11/12,29500,38306
2012/11/13,29040,37750
2012/11/14,28041,37001
2012/11/15,27430,36302
2012/11/16,27114,36995
2012/11/19,27220,38399
2012/11/21,27150,38253
2012/11/22,27557,39000
2012/11/23,27428,39586
2012/11/24,27428,39586
2012/11/25,27428,39586
2012/11/26,27642,39740
2012/11/27,27132,39329
2012/11/28,26470,38600
2012/11/29,27500,39028
2012/11/30,27808,39125
2012/12/03,27011,38883
2012/12/04,26718,38997
2012/12/05,26873,40000
2012/12/06,26291,41400
2012/12/07,26223,41600
2012/12/10,26798,42106
2012/12/11,26504,41800
2012/12/12,26302,43405
2012/12/13,26280,42900
2012/12/14,25892,42539
2012/12/18,26289,43100
2012/12/19,26100,44092
2012/12/20,25732,43820
2012/12/21,25700,44399
2012/12/24,25920,44006
2012/12/27,26100,44727
2012/12/28,26412,44700
2012/12/31,26234,44633
2013/01/02,27009,46212
2013/01/03,26905,46450
2013/01/04,26000,46424
2013/01/07,25830,46500
2013/01/08,25100,46500
2013/01/09,24950,47700
2013/01/10,24740,50050
2013/01/11,25288,50010
2013/01/14,25539,49101
2013/01/15,25743,48700
2013/01/16,26099,45820
2013/01/17,25544,44700
2013/01/18,25952,44512
2013/01/21,26146,43848
2013/01/22,25952,44000
2013/01/23,26391,43489
2013/01/24,26180,43600
2013/01/25,25140,43900
2013/01/28,24809,43994
2013/01/29,24979,44400
2013/01/30,25200,44321
2013/01/31,24900,43800
2013/02/01,25312,44809
2013/02/04,25998,44755
2013/02/05,25610,44997
2013/02/06,25635,46200
2013/02/07,25505,47000
2013/02/08,25566,48200
2013/02/11,25185,47000
2013/02/12,25400,46999
2013/02/13,25800,47200
2013/02/14,25466,46750
2013/02/15,24150,46550
2013/02/18,24199,44294
2013/02/19,24090,44700
2013/02/20,23220,44199
2013/02/21,22302,42800
2013/02/22,22369,42800
2013/02/25,22390,42895
2013/02/26,22426,42500
2013/02/27,22330,41845
2013/02/28,22041,42500
2013/03/01,21775,42747
2013/03/04,21745,41680
2013/03/05,21527,42400
2013/03/06,21070,41000
2013/03/07,22407,41050
2013/03/08,22355,41551
2013/03/11,22646,41749
2013/03/12,23025,42388
2013/03/13,23121,41767
2013/03/14,22739,41000
2013/03/15,22860,40855
2013/03/18,22572,40500
2013/03/19,22325,39867
2013/03/20,22109,39300
2013/03/22,22370,39400
2013/03/25,22037,39500
2013/03/26,21800,40192
2013/03/27,21701,38690
2013/03/28,21509,38216
2013/04/02,21100,37120
2013/04/03,20449,36609
2013/04/04,20054,35857
2013/04/05,19900,34803
2013/04/08,19772,34500
2013/04/09,20492,35200
2013/04/10,20073,35550
2013/04/11,19449,34800
2013/04/12,18869,34400
2013/04/15,17500,33349
2013/04/16,17242,34525
2013/04/17,16800,33649
2013/04/18,16333,32700
2013/04/19,17183,33847
2013/04/22,17230,32980
2013/04/23,16892,33200
2013/04/24,17215,33671
2013/04/25,17715,34085
2013/04/26,17355,33957
2013/04/29,16991,34450
2013/04/30,16740,34039
2013/05/02,17127,33676
2013/05/03,16959,34777
2013/05/06,17156,34500
2013/05/07,16694,33500
2013/05/08,16966,34200
2013/05/09,17117,34500
2013/05/10,16821,33000
2013/05/13,16914,31290
2013/05/14,17050,30100
2013/05/15,16523,29850
2013/05/16,16450,28600
2013/05/17,16200,28934
2013/05/20,15528,27850
2013/05/21,15801,28850
2013/05/22,15781,29751
2013/05/23,15899,29500
2013/05/24,15862,29650
2013/05/27,15780,29500
2013/05/28,15900,29500
2013/05/29,15905,29800
2013/05/30,17650,32000
2013/05/31,18205,32900
2013/06/03,18159,31375
2013/06/04,17392,30847
2013/06/05,17779,30250
2013/06/06,17578,30700
2013/06/07,16996,31800
2013/06/10,17375,31647
2013/06/11,16760,30600
2013/06/12,16701,31500
2013/06/13,16100,30731
2013/06/14,16213,30775
2013/06/18,15905,31500
2013/06/19,15380,31005
2013/06/20,14924,29500
2013/06/21,14552,29000
2013/06/24,14536,28600
2013/06/25,14070,28100
2013/06/26,13313,27401
2013/06/27,13421,28055
2013/06/28,13998,29500
2013/07/01,14450,29088
2013/07/02,14615,29272
2013/07/03,13900,28000
2013/07/04,13770,29405
2013/07/05,12800,27978
2013/07/08,13032,28695
2013/07/09,12780,28299
2013/07/10,12867,28000
2013/07/11,13047,28500
2013/07/12,12750,29124
2013/07/15,12542,30350
2013/07/16,12230,30000
2013/07/17,12600,30598
2013/07/18,12721,30300
2013/07/19,12700,29890
2013/07/22,13735,30400
2013/07/23,13857,30953
2013/07/24,13728,31850
2013/07/25,13698,32858
2013/07/26,13129,33110
2013/07/29,13305,34900
2013/07/30,12845,35100
2013/07/31,12832,35041
2013/08/01,12969,35500
2013/08/02,12744,35425
2013/08/05,12612,35800
2013/08/06,12198,35391
2013/08/07,11750,34800
2013/08/08,11799,35650
2013/08/12,13199,38600
2013/08/13,13187,39200
2013/08/14,13400,38980
2013/08/15,13550,37813
2013/08/16,14498,39600
2013/08/19,14170,39854
2013/08/20,14451,40412
2013/08/21,14909,40581
2013/08/22,14266,41795
2013/08/23,14441,42000
2013/08/26,14797,42460
2013/08/27,15415,41800
2013/08/28,14480,41550
2013/08/29,13369,41110
2013/08/30,14000,40975
2013/09/02,13839,41450
2013/09/03,14070,41500
2013/09/04,13520,41400
2013/09/05,13922,41000
2013/09/06,13825,41000
2013/09/09,14180,41694
2013/09/10,13753,42200
2013/09/11,13445,43000
2013/09/12,12980,42200
2013/09/13,12755,42500
2013/09/16,12581,42000
2013/09/17,12749,42700
2013/09/18,12510,42200
2013/09/19,13800,45505
2013/09/20,13348,44519
2013/09/23,13188,44410
2013/09/25,13215,44280
2013/09/26,13412,44000
2013/09/27,13457,44000
2013/09/30,13442,43619
2013/10/01,12951,42047
2013/10/02,13178,40750
2013/10/03,12935,41000
2013/10/04,12753,40625
2013/10/07,13020,40200
2013/10/08,13026,40300
2013/10/09,12579,40000
2013/10/10,13150,41600
2013/10/11,12918,41500
2013/10/14,13375,41550
2013/10/15,13342,42000
2013/10/16,13540,42400
2013/10/17,14324,42632
2013/10/18,14413,43655
2013/10/21,14716,42823
2013/10/22,15882,43114
2013/10/23,15776,42650
2013/10/24,15532,41626
2013/10/25,15438,41500
2013/10/28,15944,41067
2013/10/29,16229,41203
2013/10/30,16116,41432
2013/10/31,15270,40613
2013/11/01,15372,40326
2013/11/04,15075,40000
2013/11/05,14901,41500
2013/11/06,15820,42500
2013/11/07,16089,44500
2013/11/08,15475,43200
2013/11/11,15475,42700
2013/11/12,15831,42451
2013/11/13,15620,41650
2013/11/14,16035,41800
2013/11/15,16038,42120
2013/11/18,15580,42450
2013/11/19,14945,41200
2013/11/20,14569,40979
2013/11/21,13930,39800
2013/11/22,14005,39320
2013/11/25,13430,39102
2013/11/26,13309,38651
2013/11/27,13348,37832
2013/11/28,13468,39373
2013/11/29,13552,40300
2013/12/02,13701,39031
2013/12/03,12850,38000
2013/12/04,12921,37613
2013/12/05,12758,37700
2013/12/06,12737,38029
2013/12/09,12550,38150
2013/12/10,13420,38005
2013/12/11,13139,37700
2013/12/12,12185,36593
2013/12/13,12142,36373
2013/12/17,12372,36576
2013/12/18,12200,36260
2013/12/19,11680,36200
2013/12/20,11756,37882
2013/12/23,11614,38922
2013/12/24,11590,38700
2013/12/27,12240,39800
2013/12/30,12388,39780
2013/12/31,12292,39391
2014/01/02,13032,39701
2014/01/03,13096,39900
2014/01/06,13045,39372
2014/01/07,12453,38765
2014/01/08,12493,38133
2014/01/09,12417,37207
2014/01/10,12340,36730
2014/01/13,13015,38001
2014/01/14,13701,37837
2014/01/15,13550,38878
2014/01/16,13834,39501
2014/01/17,14450,40581
2014/01/20,15121,40860
2014/01/21,14400,41765
2014/01/22,14665,43200
2014/01/23,14800,44201
2014/01/24,15800,43799
2014/01/27,15800,42849
2014/01/28,15255,43550
2014/01/29,16310,45800
2014/01/30,15963,45996
2014/01/31,16276,44271
2014/02/03,16530,44089
2014/02/04,15982,42336
2014/02/05,16280,42500
2014/02/06,16235,42200
2014/02/07,16433,42140
2014/02/10,17574,43953
2014/02/11,17922,44400
2014/02/12,18550,46549
2014/02/13,18499,45462
2014/02/14,19223,46200
2014/02/17,19241,46200
2014/02/18,19001,45050
2014/02/19,19431,45301
2014/02/20,19190,45037
2014/02/21,19572,45252
2014/02/24,19805,44841
2014/02/25,19562,44018
2014/02/26,18940,43600
2014/02/27,18924,45134
2014/02/28,19055,45950
2014/03/03,19838,45000
2014/03/04,19067,44500
2014/03/05,18800,44800
2014/03/06,19512,45667
2014/03/07,19691,44969
2014/03/10,20218,44075
2014/03/11,20257,44577
2014/03/12,20395,44937
2014/03/13,20309,44949
2014/03/14,20900,45197
2014/03/17,20760,47579
2014/03/18,20300,47718
2014/03/19,20016,46300
2014/03/20,19700,47068
2014/03/24,18785,46738
2014/03/25,19117,47305
2014/03/26,18450,48250
2014/03/27,17955,47010
2014/03/28,18628,47000
2014/03/31,18290,47365
2014/04/01,18261,49000
2014/04/02,18543,50071
2014/04/03,18267,49860
2014/04/04,18503,49006
2014/04/07,18629,49100
2014/04/08,18987,49300
2014/04/09,19017,49600
2014/04/10,19293,49699
2014/04/11,19060,49250
2014/04/14,19149,49586
2014/04/15,18425,48848
2014/04/16,18263,49135
2014/04/17,18373,50521
2014/04/22,18265,50999
2014/04/23,18670,50800
2014/04/24,19025,51000
2014/04/25,19301,50550
2014/04/29,19141,49886
2014/04/30,18987,50000
2014/05/02,18993,50400
2014/05/05,19200,50200
2014/05/06,19044,49889
2014/05/08,18485,49310
2014/05/09,18082,48864
2014/05/12,18047,48600
2014/05/13,17739,48699
2014/05/14,17860,49109
2014/05/15,17584,47795
2014/05/16,17594,46750
2014/05/19,17650,46624
2014/05/20,17700,46200
2014/05/21,17647,46950
2014/05/22,17573,47033
2014/05/23,17450,47599
2014/05/26,17420,47602
2014/05/27,16541,47350
2014/05/28,16086,46800
2014/05/29,16359,46400
2014/05/30,16489,45100
2014/06/02,16760,45756
2014/06/03,16832,47313
2014/06/04,16781,47385
2014/06/05,16981,46750
2014/06/06,16640,47000
2014/06/09,16950,47246
2014/06/10,17100,46774
2014/06/11,17134,47829
2014/06/12,17206,47026
2014/06/13,17050,47240
2014/06/17,17241,47670
2014/06/18,17273,48450
2014/06/19,18000,49200
2014/06/20,18330,49000
2014/06/23,18058,49800
2014/06/24,18094,48700
2014/06/25,17537,45700
2014/06/26,17681,45732
2014/06/27,17823,46250
2014/06/30,17785,46107
2014/07/01,18500,47921
2014/07/02,18577,48760
2014/07/03,18227,49391
2014/07/04,18357,49700
2014/07/07,18496,50000
2014/07/08,18400,49618
2014/07/09,19297,48043
2014/07/10,19636,47813
2014/07/11,19282,47622
2014/07/14,19393,46650
2014/07/15,19029,46000
2014/07/16,18939,46946
2014/07/17,18704,46075
2014/07/18,18830,45729
2014/07/21,19251,47874
2014/07/22,19200,47824
2014/07/23,19165,47182
2014/07/24,18400,46950
2014/07/25,18743,48388
2014/07/28,19068,47839
2014/07/29,19092,48505
2014/07/30,18736,48200
2014/07/31,18305,47132
2014/08/01,18165,46667
2014/08/04,18333,46996
2014/08/05,18212,46421
2014/08/06,18894,46086
2014/08/07,18600,46000
2014/08/08,18933,46037
2014/08/11,19161,46996
2014/08/12,18880,46385
2014/08/13,18575,46073
2014/08/14,18578,46405
2014/08/15,18210,46300
2014/08/18,18279,47337
2014/08/19,18250,47502
2014/08/20,18250,46182
2014/08/21,18200,46079
2014/08/22,18032,46132
2014/08/25,17800,46374
2014/08/26,18020,46450
2014/08/27,18045,46300
2014/08/28,18028,45307
2014/08/29,18105,44310
2014/09/01,18175,43685
2014/09/02,18026,43490
2014/09/03,17626,43304
2014/09/04,17350,42983
2014/09/05,16616,42136
2014/09/08,16641,41918
2014/09/09,16866,42600
2014/09/10,14398,42337
2014/09/11,14280,42000
2014/09/12,14600,41217
2014/09/15,14900,41198
2014/09/16,14902,40750
2014/09/17,14700,40579
2014/09/18,14600,39746
2014/09/19,14475,39900
2014/09/22,14341,38580
2014/09/23,14223,38000
2014/09/25,13902,37303
2014/09/26,14016,37733
2014/09/29,13900,36920
2014/09/30,13849,36609
2014/10/01,13450,35700
2014/10/02,13196,35850
2014/10/03,12730,35340
2014/10/06,12904,35518
2014/10/07,12850,37400
2014/10/08,12140,37700
2014/10/09,12785,37100
2014/10/10,12070,35550
2014/10/13,12187,36500
2014/10/14,12099,37800
2014/10/15,11705,36725
2014/10/16,11610,36850
2014/10/17,11378,37460
2014/10/20,10935,37078
2014/10/21,11200,37430
2014/10/22,10935,36350
2014/10/23,10550,36402
2014/10/24,10461,36127
2014/10/27,10351,36992
2014/10/28,10390,36730
2014/10/29,10284,37020
2014/10/30,9600,35225
2014/10/31,9350,34796
2014/11/03,10437,36000
2014/11/04,10524,36209
2014/11/05,9904,35400
2014/11/06,10058,35972
2014/11/07,10528,36716
2014/11/10,10648,38200
2014/11/11,10270,37000
2014/11/12,10264,37036
2014/11/13,9957,36850
2014/11/14,9625,35203
2014/11/17,10300,36000
2014/11/18,10765,38403
2014/11/19,11041,38800
2014/11/20,10495,36600
2014/11/21,11020,38888
2014/11/24,10600,38671
2014/11/25,10742,38439
2014/11/26,10733,37592
2014/11/27,10607,37481
2014/11/28,9879,37250
2014/12/01,9924,35999
2014/12/02,9899,34896
2014/12/03,10158,34793
2014/12/04,10070,34550
2014/12/05,9695,35018
2014/12/08,9829,34332
2014/12/09,10124,33950
2014/12/10,10381,33863
2014/12/11,9552,32849
2014/12/12,9485,31625
2014/12/15,9490,31378
2014/12/17,9195,32107
2014/12/18,10000,33000
2014/12/19,10031,33320
2014/12/22,9860,33000
2014/12/23,9572,33477
2014/12/24,9415,33600
2014/12/29,9920,34158
2014/12/30,10227,33548
2014/12/31,10170,34112
2015/01/02,9841,34900
2015/01/05,10274,33306
2015/01/06,10972,33098
2015/01/07,11104,33800
2015/01/08,11368,34158
2015/01/09,11300,34232
2015/01/12,11939,34552
2015/01/13,12470,36318
2015/01/14,12008,34569
2015/01/15,12700,35622
2015/01/16,12879,36000
2015/01/19,12918,36037
2015/01/20,13440,37399
2015/01/21,13386,38515
2015/01/22,13040,38300
2015/01/23,12757,36779
2015/01/26,12270,34941
2015/01/27,12941,35959
2015/01/28,13230,36428
2015/01/29,13061,35441
2015/01/30,13679,35700
2015/02/02,14130,36345
2015/02/03,14492,38672
2015/02/04,14370,37090
2015/02/05,14375,38800
2015/02/06,14195,38352
2015/02/09,14190,38300
2015/02/10,14100,37118
2015/02/11,14138,36300
2015/02/12,14115,36395
2015/02/13,14460,37829
2015/02/16,14487,39300
2015/02/17,13830,38300
2015/02/18,13800,38725
2015/02/19,13793,38912
2015/02/20,13671,38650
2015/02/23,13260,38437
2015/02/24,12990,38033
2015/02/25,12890,37528
2015/02/26,12872,37800
2015/02/27,13112,37145
2015/03/02,13150,36500
2015/03/03,12883,36000
2015/03/04,12500,36016
2015/03/05,12261,34936
2015/03/06,11800,34050
2015/03/09,11200,32972
2015/03/10,11233,32436
2015/03/11,11041,30936
2015/03/12,11087,31413
2015/03/13,10499,31528
2015/03/16,10600,31886
2015/03/17,10983,33128
2015/03/18,10964,33150
2015/03/19,11650,33368
2015/03/20,11990,32578
2015/03/23,11970,32813
2015/03/24,11870,33015
2015/03/25,11816,31385
2015/03/26,12298,30848
2015/03/27,11839,30000
2015/03/30,11611,30251
2015/03/31,11669,29752
2015/04/01,11356,30865
2015/04/02,11550,29150
2015/04/07,11900,28907
2015/04/08,11635,29425
2015/04/09,11546,28972
2015/04/10,12171,29195
2015/04/13,12442,28350
2015/04/14,12984,27874
2015/04/15,13272,28600
2015/04/16,13623,29600
2015/04/17,13781,30182
2015/04/20,13755,30699
2015/04/21,13986,29687
2015/04/22,13724,29350
2015/04/23,13301,29877
2015/04/24,13000,30385
2015/04/28,13580,32640
2015/04/29,13730,33800
2015/04/30,13484,32715
2015/05/04,13889,33247
2015/05/05,14060,34997
2015/05/06,13550,35200
2015/05/07,13049,33100
2015/05/08,13332,33009
2015/05/11,13421,32342
2015/05/12,13341,32031
2015/05/13,13279,32221
2015/05/14,13570,31794
2015/05/15,13045,31016
2015/05/18,13026,31100
2015/05/19,12533,29740
2015/05/20,12227,30200
2015/05/21,12165,30616
2015/05/22,12056,30687
2015/05/25,11891,30023
2015/05/26,11596,29500
2015/05/27,11395,29301
2015/05/28,11309,29157
2015/05/29,11765,28895
2015/06/01,11660,28476
2015/06/02,11535,29250
2015/06/03,11334,29118
2015/06/04,10800,28446
2015/06/05,11027,28369
2015/06/08,10638,28300
2015/06/09,11846,28821
2015/06/10,11798,29444
2015/06/11,11383,29985
2015/06/12,11310,29522
2015/06/15,11030,28988
2015/06/17,10867,29000
2015/06/18,11650,29132
2015/06/19,11778,28923
2015/06/22,10950,29314
2015/06/23,10935,29242
2015/06/24,10793,28657
2015/06/25,10943,28500
2015/06/26,11036,28200
2015/06/29,11400,27850
2015/06/30,10965,27422
2015/07/01,10588,26681
2015/07/02,10471,26508
2015/07/03,10650,26690
2015/07/06,10791,26400
2015/07/07,10504,25411
2015/07/08,10439,24874
2015/07/09,10221,25312
2015/07/10,10148,25000
2015/07/13,9816,25294
2015/07/14,10206,25776
2015/07/15,10324,26378
2015/07/16,9999,27290
2015/07/17,9451,26901
2015/07/20,8534,25949
2015/07/21,8632,26067
2015/07/22,8408,25874
2015/07/23,8242,25931
2015/07/24,7820,25613
2015/07/27,8400,25386
2015/07/28,7915,25694
2015/07/29,7880,25300
2015/07/30,7900,25800
2015/07/31,7616,26337
2015/08/03,7540,25942
2015/08/04,7400,25880
2015/08/05,7376,26617
2015/08/06,7380,26300
2015/08/07,7502,27142
2015/08/11,7761,28491
2015/08/12,8675,29575
2015/08/13,8299,28215
2015/08/14,8059,27833
2015/08/17,8408,28006
2015/08/18,8688,28373
2015/08/19,9330,29400
2015/08/20,10506,34487
2015/08/21,10690,32828
2015/08/24,11500,31782
2015/08/25,10281,30757
2015/08/26,9684,31200
2015/08/27,9750,30800
2015/08/28,10523,32330
2015/08/31,10679,32019
2015/09/01,10500,31253
2015/09/02,10011,32119
2015/09/03,10734,35100
2015/09/04,10228,32250
2015/09/07,10340,31200
2015/09/08,10755,31400
2015/09/09,10470,32342
2015/09/10,10680,30508
2015/09/11,9675,29767
2015/09/14,10112,30038
2015/09/15,10352,29978
2015/09/16,10500,30128
2015/09/17,10740,29780
2015/09/18,11268,29201
2015/09/21,11384,29086
2015/09/22,11351,26670
2015/09/23,11127,26150
2015/09/25,11161,25325
2015/09/28,10710,23553
2015/09/29,10900,23591
2015/09/30,10949,22908
2015/10/01,11302,24458
2015/10/02,11619,24260
2015/10/05,11650,25827
2015/10/06,12481,27235
2015/10/07,11900,26686
2015/10/08,12278,26626
2015/10/09,12700,28105
2015/10/12,12984,27426
2015/10/13,12915,27156
2015/10/14,12720,27208
2015/10/15,12694,29100
2015/10/16,12724,28251
2015/10/19,12047,28000
2015/10/20,12080,27365
2015/10/21,11653,25996
2015/10/22,11960,27397
2015/10/23,12107,26877
2015/10/26,12349,26341
2015/10/27,12276,25916
2015/10/28,12521,26200
2015/10/29,12068,24117
2015/10/30,11773,24271
2015/11/02,11698,23733
2015/11/03,11611,24500
2015/11/04,11670,24850
2015/11/05,10740,23893
2015/11/06,9785,22693
2015/11/09,9883,21495
2015/11/10,9940,20575
2015/11/11,9823,20678
2015/11/12,9940,20490
2015/11/13,9609,20177
2015/11/16,9860,19887
2015/11/17,9438,18276
2015/11/18,9194,18500
2015/11/19,9700,20791
2015/11/20,9636,20935
2015/11/23,9333,21000
