Date,Liberty,Sanlam
2012/10/03,10100,3800
2012/10/04,10225,3822
2012/10/05,10220,3790
2012/10/08,10045,3750
2012/10/09,10044,3622
2012/10/10,9950,3582
2012/10/11,10004,3665
2012/10/12,10100,3689
2012/10/15,10122,3719
2012/10/16,10190,3787
2012/10/17,10363,3840
2012/10/18,10290,3800
2012/10/19,9880,3800
2012/10/22,10025,3815
2012/10/23,9870,3820
2012/10/24,9971,3843
2012/10/25,10110,3872
2012/10/26,9986,3883
2012/10/29,10077,3880
2012/10/30,10140,3879
2012/10/31,10057,3873
2012/11/01,9910,3848
2012/11/02,10000,3865
2012/11/05,9940,3953
2012/11/06,9965,4001
2012/11/07,9775,4019
2012/11/08,9750,3966
2012/11/09,9815,3901
2012/11/12,9880,3918
2012/11/13,9990,4014
2012/11/14,9900,4035
2012/11/15,9985,4021
2012/11/16,10110,4015
2012/11/19,10211,4038
2012/11/21,10250,4040
2012/11/22,10215,4054
2012/11/23,10325,4060
2012/11/24,10325,4060
2012/11/25,10325,4060
2012/11/26,10380,4075
2012/11/27,10244,4086
2012/11/28,10300,4070
2012/11/29,10500,4100
2012/11/30,10575,4090
2012/12/03,10648,4170
2012/12/04,10941,4183
2012/12/05,10775,4150
2012/12/06,10850,4245
2012/12/07,10860,4213
2012/12/10,10963,4231
2012/12/11,11194,4331
2012/12/12,11382,4341
2012/12/13,11410,4278
2012/12/14,11360,4247
2012/12/18,11391,4306
2012/12/19,11358,4451
2012/12/20,11444,4510
2012/12/21,11390,4510
2012/12/24,11250,4490
2012/12/27,11323,4545
2012/12/28,11200,4529
2012/12/31,11117,4477
2013/01/02,11301,4545
2013/01/03,11330,4549
2013/01/04,11441,4598
2013/01/07,11570,4609
2013/01/08,11490,4631
2013/01/09,11460,4721
2013/01/10,11350,4684
2013/01/11,11300,4675
2013/01/14,11400,4702
2013/01/15,11400,4606
2013/01/16,11451,4641
2013/01/17,11635,4703
2013/01/18,11660,4710
2013/01/21,11400,4728
2013/01/22,11365,4700
2013/01/23,11516,4690
2013/01/24,11550,4712
2013/01/25,11450,4705
2013/01/28,11475,4745
2013/01/29,11550,4735
2013/01/30,11500,4641
2013/01/31,11550,4554
2013/02/01,11650,4499
2013/02/04,11290,4419
2013/02/05,11280,4405
2013/02/06,11265,4360
2013/02/07,11401,4399
2013/02/08,11449,4398
2013/02/11,11673,4371
2013/02/12,11800,4320
2013/02/13,11800,4294
2013/02/14,11800,4300
2013/02/15,11770,4309
2013/02/18,11744,4398
2013/02/19,11700,4390
2013/02/20,11730,4455
2013/02/21,11560,4400
2013/02/22,11600,4385
2013/02/25,11600,4455
2013/02/26,11449,4465
2013/02/27,11500,4415
2013/02/28,11650,4528
2013/03/01,11875,4650
2013/03/04,11870,4634
2013/03/05,11900,4731
2013/03/06,11975,4770
2013/03/07,11943,4790
2013/03/08,11950,4825
2013/03/11,12020,4861
2013/03/12,12070,4812
2013/03/13,12150,4785
2013/03/14,12102,4780
2013/03/15,12356,4687
2013/03/18,12200,4738
2013/03/19,12240,4718
2013/03/20,12500,4655
2013/03/22,12189,4650
2013/03/25,11975,4696
2013/03/26,12200,4760
2013/03/27,12000,4635
2013/03/28,12000,4718
2013/04/02,11919,4795
2013/04/03,11850,4603
2013/04/04,11850,4628
2013/04/05,11651,4492
2013/04/08,11390,4510
2013/04/09,11169,4511
2013/04/10,11300,4553
2013/04/11,11290,4581
2013/04/12,11116,4568
2013/04/15,11070,4482
2013/04/16,11200,4629
2013/04/17,11300,4574
2013/04/18,11300,4575
2013/04/19,11595,4660
2013/04/22,11600,4465
2013/04/23,11600,4500
2013/04/24,11489,4546
2013/04/25,11529,4570
2013/04/26,11675,4541
2013/04/29,11770,4568
2013/04/30,11950,4599
2013/05/02,12300,4621
2013/05/03,11980,4600
2013/05/06,12000,4600
2013/05/07,11930,4575
2013/05/08,12500,4610
2013/05/09,12368,4630
2013/05/10,12550,4650
2013/05/13,12442,4650
2013/05/14,12447,4730
2013/05/15,12930,4862
2013/05/16,13018,4967
2013/05/17,13600,4960
2013/05/20,12810,4881
2013/05/21,13138,4947
2013/05/22,13116,4900
2013/05/23,12910,4802
2013/05/24,12750,4771
2013/05/27,12950,4820
2013/05/28,13267,4928
2013/05/29,13040,4763
2013/05/30,12601,4757
2013/05/31,12590,4740
2013/06/03,12300,4707
2013/06/04,12490,4720
2013/06/05,12550,4822
2013/06/06,12322,4723
2013/06/07,12487,4760
2013/06/10,12729,4709
2013/06/11,11903,4469
2013/06/12,11900,4390
2013/06/13,11600,4278
2013/06/14,11820,4325
2013/06/18,12350,4500
2013/06/19,12200,4500
2013/06/20,12073,4290
2013/06/21,11855,4225
2013/06/24,11200,4133
2013/06/25,11301,4320
2013/06/26,11521,4462
2013/06/27,11651,4470
2013/06/28,11994,4600
2013/07/01,12124,4691
2013/07/02,11990,4709
2013/07/03,11700,4521
2013/07/04,12045,4700
2013/07/05,11648,4526
2013/07/08,11567,4589
2013/07/09,11684,4587
2013/07/10,11578,4599
2013/07/11,11900,4668
2013/07/12,12100,4752
2013/07/15,12270,4750
2013/07/16,12281,4705
2013/07/17,12256,4800
2013/07/18,12305,4889
2013/07/19,12013,4689
2013/07/22,11895,4717
2013/07/23,12301,4760
2013/07/24,12196,4640
2013/07/25,12039,4625
2013/07/26,12100,4647
2013/07/29,12124,4693
2013/07/30,12250,4620
2013/07/31,12260,4753
2013/08/01,11900,4740
2013/08/02,11980,4791
2013/08/05,12000,4695
2013/08/06,11824,4655
2013/08/07,11700,4596
2013/08/08,11630,4610
2013/08/12,11840,4700
2013/08/13,12000,4700
2013/08/14,11893,4750
2013/08/15,11720,4644
2013/08/16,11660,4736
2013/08/19,11680,4638
2013/08/20,11625,4607
2013/08/21,11550,4592
2013/08/22,11400,4750
2013/08/23,11640,4750
2013/08/26,11569,4789
2013/08/27,11310,4720
2013/08/28,11300,4512
2013/08/29,11300,4589
2013/08/30,11500,4603
2013/09/02,11385,4702
2013/09/03,11525,4687
2013/09/04,11462,4678
2013/09/05,11678,4695
2013/09/06,11670,4700
2013/09/09,11615,4700
2013/09/10,11897,4775
2013/09/11,11935,4680
2013/09/12,12000,4748
2013/09/13,11997,4706
2013/09/16,11929,4745
2013/09/17,11852,4800
2013/09/18,11621,4760
2013/09/19,12270,4918
2013/09/20,11901,4821
2013/09/23,12027,4854
2013/09/25,12029,4872
2013/09/26,12000,4820
2013/09/27,11848,4815
2013/09/30,11700,4686
2013/10/01,11700,4741
2013/10/02,11700,4811
2013/10/03,12074,4850
2013/10/04,11986,4777
2013/10/07,11948,4732
2013/10/08,11790,4730
2013/10/09,11650,4635
2013/10/10,11690,4731
2013/10/11,11700,4795
2013/10/14,11750,4814
2013/10/15,11910,4943
2013/10/16,12167,4980
2013/10/17,12300,4956
2013/10/18,12447,5227
2013/10/21,12461,5286
2013/10/22,12290,5500
2013/10/23,12400,5351
2013/10/24,12497,5270
2013/10/25,12422,5256
2013/10/28,12499,5350
2013/10/29,12481,5329
2013/10/30,12475,5385
2013/10/31,12400,5388
2013/11/01,12355,5395
2013/11/04,12400,5400
2013/11/05,12455,5374
2013/11/06,12400,5394
2013/11/07,12400,5380
2013/11/08,12265,5300
2013/11/11,12400,5309
2013/11/12,12400,5309
2013/11/13,12200,5142
2013/11/14,12100,5210
2013/11/15,12100,5180
2013/11/18,12438,5230
2013/11/19,12200,5214
2013/11/20,12227,5240
2013/11/21,12221,5183
2013/11/22,12008,5168
2013/11/25,12099,5190
2013/11/26,12279,5045
2013/11/27,12370,5085
2013/11/28,12346,5129
2013/11/29,12330,5157
2013/12/02,12249,5188
2013/12/03,12268,4995
2013/12/04,12149,4940
2013/12/05,11890,5015
2013/12/06,11730,5100
2013/12/09,11681,5110
2013/12/10,11804,5145
2013/12/11,11620,5073
2013/12/12,11800,4960
2013/12/13,11903,4970
2013/12/17,11900,5100
2013/12/18,11912,5078
2013/12/19,12084,5168
2013/12/20,11919,5145
2013/12/23,12052,5240
2013/12/24,11950,5196
2013/12/27,12120,5240
2013/12/30,12250,5291
2013/12/31,12160,5324
2014/01/02,12200,5340
2014/01/03,12143,5290
2014/01/06,12100,5160
2014/01/07,12235,5256
2014/01/08,12166,5107
2014/01/09,12200,5196
2014/01/10,12300,5272
2014/01/13,12520,5370
2014/01/14,12590,5250
2014/01/15,12600,5259
2014/01/16,12625,5110
2014/01/17,12400,4951
2014/01/20,12300,4997
2014/01/21,12495,5071
2014/01/22,12477,5075
2014/01/23,12452,4955
2014/01/24,12400,4885
2014/01/27,12110,4829
2014/01/28,12030,4839
2014/01/29,11928,4678
2014/01/30,11500,4666
2014/01/31,11397,4769
2014/02/03,11275,4775
2014/02/04,11348,4800
2014/02/05,11399,4702
2014/02/06,11478,4736
2014/02/07,11700,4825
2014/02/10,11670,5100
2014/02/11,11775,5080
2014/02/12,11935,5219
2014/02/13,11947,5115
2014/02/14,11948,5230
2014/02/17,12150,5238
2014/02/18,12220,5225
2014/02/19,12136,5185
2014/02/20,12158,5115
2014/02/21,12035,5083
2014/02/24,12100,5109
2014/02/25,12020,5115
2014/02/26,12000,5160
2014/02/27,11870,5160
2014/02/28,12258,5290
2014/03/03,12050,5240
2014/03/04,12124,5370
2014/03/05,12190,5380
2014/03/06,12400,5227
2014/03/07,12350,5319
2014/03/10,12300,5325
2014/03/11,12297,5293
2014/03/12,12151,5256
2014/03/13,12339,5285
2014/03/14,12300,5264
2014/03/17,12451,5290
2014/03/18,12607,5301
2014/03/19,12426,5353
2014/03/20,12155,5250
2014/03/24,11918,5306
2014/03/25,12105,5450
2014/03/26,12180,5620
2014/03/27,12194,5633
2014/03/28,12547,5809
2014/03/31,12435,5754
2014/04/01,12447,5880
2014/04/02,12443,5780
2014/04/03,12415,5660
2014/04/04,12625,5683
2014/04/07,12872,5499
2014/04/08,12781,5489
2014/04/09,12979,5487
2014/04/10,13219,5490
2014/04/11,12909,5469
2014/04/14,12900,5461
2014/04/15,12900,5386
2014/04/16,12841,5455
2014/04/17,12986,5505
2014/04/22,13049,5521
2014/04/23,12987,5532
2014/04/24,12880,5587
2014/04/25,12902,5664
2014/04/29,12999,5620
2014/04/30,12603,5625
2014/05/02,13000,5700
2014/05/05,13020,5690
2014/05/06,12989,5621
2014/05/08,13100,5696
2014/05/09,13080,5715
2014/05/12,12900,5710
2014/05/13,13000,5773
2014/05/14,13000,5851
2014/05/15,12937,5837
2014/05/16,12995,5806
2014/05/19,12991,5904
2014/05/20,12872,5840
2014/05/21,12925,5900
2014/05/22,13180,5935
2014/05/23,13038,6000
2014/05/26,12954,5950
2014/05/27,13020,5920
2014/05/28,13000,5938
2014/05/29,12940,5972
2014/05/30,12950,5911
2014/06/02,12950,5985
2014/06/03,13050,6037
2014/06/04,12910,5923
2014/06/05,13083,6201
2014/06/06,13055,6180
2014/06/09,13024,6117
2014/06/10,13049,6177
2014/06/11,13003,6134
2014/06/12,13021,6136
2014/06/13,13201,6116
2014/06/17,13277,6166
2014/06/18,13173,6128
2014/06/19,13201,6220
2014/06/20,13488,6141
2014/06/23,13260,6145
2014/06/24,13324,6249
2014/06/25,13150,6163
2014/06/26,12998,6169
2014/06/27,12940,6152
2014/06/30,13000,6175
2014/07/01,12996,6300
2014/07/02,13003,6320
2014/07/03,13001,6230
2014/07/04,13003,6185
2014/07/07,12937,6212
2014/07/08,12960,6215
2014/07/09,12740,6300
2014/07/10,12718,6180
2014/07/11,12849,6157
2014/07/14,12811,6152
2014/07/15,12713,6115
2014/07/16,12749,6197
2014/07/17,12753,6123
2014/07/18,12589,6109
2014/07/21,12670,6048
2014/07/22,12843,6187
2014/07/23,12950,6118
2014/07/24,13060,6129
2014/07/25,13060,6080
2014/07/28,12940,6175
2014/07/29,13181,6250
2014/07/30,13040,6102
2014/07/31,12950,6110
2014/08/01,12870,6074
2014/08/04,13049,6154
2014/08/05,13205,6150
2014/08/06,13200,6024
2014/08/07,13200,6019
2014/08/08,12849,6018
2014/08/11,13040,6140
2014/08/12,13185,6172
2014/08/13,13050,6338
2014/08/14,13200,6382
2014/08/15,13195,6362
2014/08/18,13316,6420
2014/08/19,13473,6453
2014/08/20,13300,6413
2014/08/21,13297,6456
2014/08/22,13252,6400
2014/08/25,13196,6476
2014/08/26,13221,6595
2014/08/27,13170,6603
2014/08/28,13100,6630
2014/08/29,13058,6600
2014/09/01,13037,6542
2014/09/02,13017,6555
2014/09/03,12848,6829
2014/09/04,13154,6879
2014/09/05,13206,6870
2014/09/08,13450,6800
2014/09/09,13245,6818
2014/09/10,13190,6800
2014/09/11,13108,6827
2014/09/12,13185,6820
2014/09/15,12995,6770
2014/09/16,13000,6800
2014/09/17,13020,6809
2014/09/18,12970,6873
2014/09/19,12900,6847
2014/09/22,12805,6715
2014/09/23,12579,6654
2014/09/25,12227,6553
2014/09/26,12375,6475
2014/09/29,12255,6461
2014/09/30,12322,6530
2014/10/01,12062,6496
2014/10/02,12090,6393
2014/10/03,12069,6456
2014/10/06,12214,6590
2014/10/07,12050,6424
2014/10/08,12173,6294
2014/10/09,11990,6330
2014/10/10,11980,6140
2014/10/13,12018,6246
2014/10/14,12080,6340
2014/10/15,11780,6081
2014/10/16,11900,6103
2014/10/17,11680,6220
2014/10/20,11760,6211
2014/10/21,12018,6438
2014/10/22,12041,6390
2014/10/23,12080,6511
2014/10/24,12160,6526
2014/10/27,12259,6602
2014/10/28,12256,6746
2014/10/29,12430,6840
2014/10/30,12400,6751
2014/10/31,12764,6965
2014/11/03,12889,7088
2014/11/04,12750,7140
2014/11/05,12684,7098
2014/11/06,12612,7080
2014/11/07,12605,7096
2014/11/10,12600,7198
2014/11/11,12685,7271
2014/11/12,13093,7249
2014/11/13,13250,7127
2014/11/14,13199,7130
2014/11/17,13155,7213
2014/11/18,13391,7190
2014/11/19,13370,7225
2014/11/20,13115,7101
2014/11/21,13160,7283
2014/11/24,12990,7290
2014/11/25,13093,7170
2014/11/26,13025,7201
2014/11/27,13064,7254
2014/11/28,13124,7320
2014/12/01,13095,7065
2014/12/02,12955,7100
2014/12/03,12785,6782
2014/12/04,12785,6740
2014/12/05,12657,6876
2014/12/08,12640,6974
2014/12/09,12456,6876
2014/12/10,12201,6860
2014/12/11,12203,6798
2014/12/12,12205,6803
2014/12/15,12078,6567
2014/12/17,12200,6576
2014/12/18,12225,6964
2014/12/19,12220,6935
2014/12/22,12225,6878
2014/12/23,12192,6981
2014/12/24,12161,6871
2014/12/29,12240,7005
2014/12/30,12289,6970
2014/12/31,12269,7000
2015/01/02,12240,6932
2015/01/05,12025,6555
2015/01/06,12085,6660
2015/01/07,12100,6690
2015/01/08,12300,6700
2015/01/09,12168,6494
2015/01/12,12080,6390
2015/01/13,12182,6533
2015/01/14,12250,6396
2015/01/15,12206,6399
2015/01/16,12175,6343
2015/01/19,12225,6420
2015/01/20,12170,6418
2015/01/21,12326,6549
2015/01/22,12550,6660
2015/01/23,12825,6801
2015/01/26,12870,6762
2015/01/27,13015,6938
2015/01/28,13100,6990
2015/01/29,13060,7050
2015/01/30,13110,7023
2015/02/02,13127,6976
2015/02/03,13273,6990
2015/02/04,13210,7279
2015/02/05,13255,7300
2015/02/06,13267,7241
2015/02/09,13328,7320
2015/02/10,13391,7500
2015/02/11,13479,7603
2015/02/12,13380,7775
2015/02/13,13536,7892
2015/02/16,13411,7788
2015/02/17,13320,7751
2015/02/18,13390,7701
2015/02/19,13500,7753
2015/02/20,13446,7800
2015/02/23,13525,7728
2015/02/24,13610,7751
2015/02/25,13667,7889
2015/02/26,14081,7784
2015/02/27,14136,7560
2015/03/02,14675,7506
2015/03/03,14625,7463
2015/03/04,14708,7402
2015/03/05,14800,7280
2015/03/06,14990,7536
2015/03/09,14949,7718
2015/03/10,14880,7718
2015/03/11,14609,7800
2015/03/12,14850,7887
2015/03/13,15140,7880
2015/03/16,15175,7850
2015/03/17,15101,7875
2015/03/18,14905,7875
2015/03/19,15147,7900
2015/03/20,14958,7825
2015/03/23,15090,7915
2015/03/24,15350,8041
2015/03/25,16040,7960
2015/03/26,16000,7725
2015/03/27,15850,7745
2015/03/30,16313,7801
2015/03/31,16785,7837
2015/04/01,16963,7889
2015/04/02,16500,7994
2015/04/07,16500,8053
2015/04/08,16500,7950
2015/04/09,16420,7901
2015/04/10,16548,8101
2015/04/13,17300,7793
2015/04/14,16880,7720
2015/04/15,16665,7695
2015/04/16,16465,7784
2015/04/17,16437,7677
2015/04/20,16819,7822
2015/04/21,17116,7805
2015/04/22,17101,7611
2015/04/23,17400,7716
2015/04/24,17005,7839
2015/04/28,16780,7725
2015/04/29,16550,7608
2015/04/30,16580,7697
2015/05/04,16600,7496
2015/05/05,16600,7579
2015/05/06,16360,7425
2015/05/07,16220,7324
2015/05/08,16374,7462
2015/05/11,16561,7323
2015/05/12,16637,7295
2015/05/13,16762,7265
2015/05/14,16614,7224
2015/05/15,16850,7351
2015/05/18,16700,7322
2015/05/19,16850,7446
2015/05/20,16950,7541
2015/05/21,16805,7498
2015/05/22,16560,7390
2015/05/25,16390,7300
2015/05/26,15972,7100
2015/05/27,16250,7042
2015/05/28,16099,6959
2015/05/29,15693,6847
2015/06/01,15673,6810
2015/06/02,15380,6809
2015/06/03,15553,6761
2015/06/04,15523,6833
2015/06/05,15480,6900
2015/06/08,15357,6822
2015/06/09,15095,6704
2015/06/10,15195,6862
2015/06/11,14824,6876
2015/06/12,14690,6721
2015/06/15,14735,6675
2015/06/17,14395,6761
2015/06/18,14528,6708
2015/06/19,14224,6642
2015/06/22,14423,6794
2015/06/23,14538,6788
2015/06/24,14299,6892
2015/06/25,14687,6907
2015/06/26,14700,6770
2015/06/29,14351,6645
2015/06/30,14517,6634
2015/07/01,14323,6736
2015/07/02,14635,6755
2015/07/03,14440,6785
2015/07/06,14536,6660
2015/07/07,13880,6423
2015/07/08,14170,6644
2015/07/09,14760,6910
2015/07/10,14868,7061
2015/07/13,15238,7294
2015/07/14,15069,7181
2015/07/15,15150,7094
2015/07/16,15000,7185
2015/07/17,14914,7212
2015/07/20,14954,7277
2015/07/21,15100,7220
2015/07/22,14800,6987
2015/07/23,14800,6961
2015/07/24,14741,6831
2015/07/27,14559,6872
2015/07/28,14272,6695
2015/07/29,14575,6867
2015/07/30,14253,6642
2015/07/31,14220,6682
2015/08/03,14150,6676
2015/08/04,14330,6889
2015/08/05,14521,6775
2015/08/06,14325,6851
2015/08/07,14100,6793
2015/08/11,14000,6794
2015/08/12,13600,6403
2015/08/13,13553,6550
2015/08/14,13804,6483
2015/08/17,13753,6360
2015/08/18,13804,6420
2015/08/19,13550,6330
2015/08/20,13159,6197
2015/08/21,12900,6050
2015/08/24,12655,5950
2015/08/25,13199,6375
2015/08/26,12850,6178
2015/08/27,12845,6314
2015/08/28,13000,6479
2015/08/31,12880,6379
2015/09/01,12475,6175
2015/09/02,12151,6250
2015/09/03,12370,6141
2015/09/04,12300,5926
2015/09/07,12080,5706
2015/09/08,12145,5925
2015/09/09,12250,5984
2015/09/10,12407,6005
2015/09/11,12247,5874
2015/09/14,12578,6045
2015/09/15,12280,5950
2015/09/16,12428,6084
2015/09/17,12670,6165
2015/09/18,12674,6100
2015/09/21,12413,6000
2015/09/22,12360,5830
2015/09/23,12358,5929
2015/09/25,12442,5893
2015/09/28,12020,5760
2015/09/29,12174,5826
2015/09/30,12625,5980
2015/10/01,12630,6080
2015/10/02,12892,6153
2015/10/05,13373,6384
2015/10/06,13120,6415
2015/10/07,13205,6458
2015/10/08,13416,6428
2015/10/09,13380,6542
2015/10/12,13215,6475
2015/10/13,13090,6478
2015/10/14,13141,6391
2015/10/15,13175,6357
2015/10/16,13283,6374
2015/10/19,13496,6559
2015/10/20,13366,6430
2015/10/21,13104,6384
2015/10/22,13059,6330
2015/10/23,13383,6396
2015/10/26,13670,6357
2015/10/27,13604,6256
2015/10/28,13580,6391
2015/10/29,13388,6310
2015/10/30,13554,6250
2015/11/02,13425,6285
2015/11/03,13496,6280
2015/11/04,13800,6385
2015/11/05,13700,6250
2015/11/06,13482,6050
2015/11/09,13570,6012
2015/11/10,13256,5760
2015/11/11,13290,5721
2015/11/12,12700,5577
2015/11/13,12480,5549
2015/11/16,12700,5740
2015/11/17,13046,5964
2015/11/18,12700,5805
2015/11/19,13123,6048
2015/11/20,13191,6145
2015/11/23,13400,6309
