Date,MONDI LTD,Mondi PLC
2014/11/05,18973,18966
2014/11/06,18803,18889
2014/11/07,18935,18959
2014/11/10,19100,19099
2014/11/11,19182,19198
2014/11/12,18570,18620
2014/11/13,18819,18899
2014/11/14,18675,18769
2014/11/17,18530,18599
2014/11/18,18774,18775
2014/11/19,18504,18594
2014/11/20,18036,18192
2014/11/21,18937,18888
2014/11/24,18705,18752
2014/11/25,18548,18576
2014/11/26,18380,18490
2014/11/27,18800,18875
2014/11/28,18800,18922
2014/12/01,18579,18623
2014/12/02,19060,19075
2014/12/03,19288,19345
2014/12/04,19114,19159
2014/12/05,19201,19316
2014/12/08,19270,19456
2014/12/09,18779,18822
2014/12/10,19450,19510
2014/12/11,19270,19312
2014/12/12,19050,19100
2014/12/15,18602,18655
2014/12/17,18079,18120
2014/12/18,18446,18500
2014/12/19,18963,19049
2014/12/22,18879,18938
2014/12/23,19100,19204
2014/12/24,19191,19241
2014/12/29,19270,19315
2014/12/30,18941,18994
2014/12/31,18874,18950
2015/01/02,18843,18871
2015/01/05,18129,18119
2015/01/06,18294,18319
2015/01/07,18296,18288
2015/01/08,18390,18297
2015/01/09,18181,18206
2015/01/12,18428,18465
2015/01/13,19044,18966
2015/01/14,18373,18401
2015/01/15,18640,18700
2015/01/16,18602,18579
2015/01/19,18904,18958
2015/01/20,19124,19082
2015/01/21,19200,19272
2015/01/22,19621,19591
2015/01/23,19551,19650
2015/01/26,20263,20265
2015/01/27,20550,20579
2015/01/28,20561,20600
2015/01/29,20735,20725
2015/01/30,20949,20971
2015/02/02,20551,20601
2015/02/03,20838,20929
2015/02/04,20696,20778
2015/02/05,21000,21039
2015/02/06,21359,21346
2015/02/09,21168,21237
2015/02/10,21750,21829
2015/02/11,22100,22173
2015/02/12,22609,22750
2015/02/13,22530,22650
2015/02/16,22170,22312
2015/02/17,21900,22118
2015/02/18,22310,22445
2015/02/19,22746,22829
2015/02/20,22600,22730
2015/02/23,22800,22939
2015/02/24,23050,23202
2015/02/25,23788,23945
2015/02/26,23493,23611
2015/02/27,23787,23951
2015/03/02,23748,23935
2015/03/03,23778,23969
2015/03/04,23530,23663
2015/03/05,23871,24081
2015/03/06,24157,24440
2015/03/09,24129,24277
2015/03/10,24205,24300
2015/03/11,24131,24286
2015/03/12,24150,24300
2015/03/13,24351,24517
2015/03/16,24844,24985
2015/03/17,24301,24477
2015/03/18,24270,24447
2015/03/19,24140,24280
2015/03/20,23785,23950
2015/03/23,23494,23632
2015/03/24,23550,23683
2015/03/25,23424,23608
2015/03/26,23065,23087
2015/03/27,23259,23349
2015/03/30,23077,23219
2015/03/31,23186,23300
2015/04/01,23000,23100
2015/04/02,22985,23115
2015/04/07,23540,23531
2015/04/08,23915,24000
2015/04/09,24231,24372
2015/04/10,24643,24700
2015/04/13,24983,25001
2015/04/14,24607,24674
2015/04/15,24834,24900
2015/04/16,24800,24850
2015/04/17,24350,24400
2015/04/20,24220,24300
2015/04/21,24254,24341
2015/04/22,24367,24349
2015/04/23,24000,24150
2015/04/24,24502,24897
2015/04/28,24212,24303
2015/04/29,23828,23928
2015/04/30,23976,24119
2015/05/04,23999,24100
2015/05/05,23593,23700
2015/05/06,23910,24019
2015/05/07,23989,24156
2015/05/08,24533,24700
2015/05/11,24609,24767
2015/05/12,24350,24485
2015/05/13,26175,26300
2015/05/14,26941,27000
2015/05/15,26950,27020
2015/05/18,27000,27047
2015/05/19,27543,27546
2015/05/20,27935,28005
2015/05/21,27774,27850
2015/05/22,28000,27950
2015/05/25,27824,27784
2015/05/26,27862,27790
2015/05/27,27837,27811
2015/05/28,27718,27626
2015/05/29,27541,27400
2015/06/01,27271,27193
2015/06/02,26860,26828
2015/06/03,26770,26780
2015/06/04,26337,26501
2015/06/05,26558,26545
2015/06/08,26280,26301
2015/06/09,26453,26500
2015/06/10,27234,27200
2015/06/11,26959,26897
2015/06/12,26933,26854
2015/06/15,26379,26276
2015/06/17,26950,26755
2015/06/18,27300,27139
2015/06/19,27300,27264
2015/06/22,27415,27365
2015/06/23,27615,27539
2015/06/24,27110,27099
2015/06/25,27689,27477
2015/06/26,27600,27465
2015/06/29,27077,26839
2015/06/30,26695,26381
2015/07/01,26902,26647
2015/07/02,26931,26600
2015/07/03,26646,26617
2015/07/06,26561,26388
2015/07/07,26357,26139
2015/07/08,26746,26569
2015/07/09,27541,27483
2015/07/10,28085,27987
2015/07/13,28817,28753
2015/07/14,28469,28396
2015/07/15,29090,29079
2015/07/16,29300,29267
2015/07/17,29118,29131
2015/07/20,29376,29386
2015/07/21,29266,29200
2015/07/22,29300,29218
2015/07/23,29449,29330
2015/07/24,29173,29114
2015/07/27,29285,29224
2015/07/28,29701,29681
2015/07/29,30100,30179
2015/07/30,30400,30300
2015/07/31,30278,30343
2015/08/03,30337,30480
2015/08/04,31090,31200
2015/08/05,31775,31775
2015/08/06,30650,30666
2015/08/07,31131,31070
2015/08/11,31745,31628
2015/08/12,30440,30405
2015/08/13,30981,31072
2015/08/14,30933,31351
2015/08/17,30835,31080
2015/08/18,31100,31258
2015/08/19,30975,31011
2015/08/20,29970,30026
2015/08/21,29241,29327
2015/08/24,28548,28375
2015/08/25,29161,28894
2015/08/26,28864,28798
2015/08/27,29753,29599
2015/08/28,30101,29915
2015/08/31,30751,30425
2015/09/01,29100,28990
2015/09/02,30195,30023
2015/09/03,30795,30800
2015/09/04,30375,30603
2015/09/07,31064,31169
2015/09/08,31200,31402
2015/09/09,30900,31016
2015/09/10,31381,31421
2015/09/11,30567,30776
2015/09/14,30829,30871
2015/09/15,30490,30724
2015/09/16,29154,29150
2015/09/17,29586,29524
2015/09/18,28640,28591
2015/09/21,28910,28967
2015/09/22,28372,28124
2015/09/23,28970,28829
2015/09/25,29400,29389
2015/09/28,29075,29025
2015/09/29,28370,28249
2015/09/30,29021,28911
2015/10/01,28960,28941
2015/10/02,29065,28952
2015/10/05,29934,29745
2015/10/06,30150,29969
2015/10/07,30228,30066
2015/10/08,29850,29721
2015/10/09,30519,30349
2015/10/12,29889,29749
2015/10/13,29617,29408
2015/10/14,29496,29287
2015/10/15,29425,29300
2015/10/16,29409,29348
2015/10/19,29780,29700
2015/10/20,29996,29851
2015/10/21,30529,30410
2015/10/22,30300,30250
2015/10/23,30781,30718
2015/10/26,30950,30780
2015/10/27,31046,30952
2015/10/28,31050,31028
2015/10/29,31935,31892
2015/10/30,32193,32122
2015/11/02,32199,32155
2015/11/03,32140,31980
2015/11/04,32116,31946
2015/11/05,32121,32031
2015/11/06,31976,31911
2015/11/09,32236,32151
2015/11/10,31698,31711
2015/11/11,31853,31875
2015/11/12,31563,31573
2015/11/13,30866,30940
2015/11/16,31227,31210
2015/11/17,31720,31775
2015/11/18,31608,31653
2015/11/19,32100,32050
2015/11/20,32182,32125
2015/11/23,32405,32325
2015/11/24,31675,31716
2015/11/25,31985,32170
